airbnb_name,host_id,Neighborhood_Group,Neighborhood,Lat,Lon,room_type,price,min_nights,availability_365,Census_Year,Population
4 Rooms 3 Bedroom Pre War Central Park West Condo.,26935678.0,Manhattan,Upper West Side,40.80032,-73.95998,Entire home/apt,285.0,1.0,229.0,2019.0,179682.0
Artistic Private BR in Upper West Side 107,238321374.0,Manhattan,Upper West Side,40.79971,-73.96075,Private room,60.0,30.0,364.0,2019.0,179682.0
Vibrant Bedroom in Upper West Side 107,238321374.0,Manhattan,Upper West Side,40.79887,-73.95968,Private room,60.0,30.0,342.0,2019.0,179682.0
3 Minutes to Central Park â¤ï¸ of NYC!,161616186.0,Manhattan,Upper West Side,40.78233,-73.98415,Entire home/apt,150.0,3.0,36.0,2019.0,179682.0
"Eclectic, Comfortable, Quiet & Convenient on UWS",62641345.0,Manhattan,Upper West Side,40.7975,-73.97161,Entire home/apt,199.0,2.0,37.0,2019.0,179682.0
Gorgeous  Modern Cozy Manhattan Apartment!,29525065.0,Manhattan,Upper West Side,40.78334,-73.97927,Entire home/apt,120.0,30.0,311.0,2019.0,179682.0
Airy Private Bedroom in Upper West Side 107,238321374.0,Manhattan,Upper West Side,40.79821,-73.9609,Private room,60.0,30.0,356.0,2019.0,179682.0
Historic Upper West Side Townhouse,26031034.0,Manhattan,Upper West Side,40.796929999999996,-73.96348,Entire home/apt,795.0,4.0,249.0,2019.0,179682.0
Central Park - Cozy Room for 2,37626481.0,Manhattan,Upper West Side,40.79622,-73.97059,Private room,109.0,1.0,197.0,2019.0,179682.0
"Unique 4bed/2Bath Place Close to Subway, Food&MORE",258091747.0,Manhattan,Upper West Side,40.795770000000005,-73.97377,Entire home/apt,399.0,4.0,248.0,2019.0,179682.0
Charming bedroom on the Upper West,323517.0,Manhattan,Upper West Side,40.800340000000006,-73.96638,Private room,105.0,1.0,365.0,2019.0,179682.0
Light-filled classic Central Park ,42032.0,Manhattan,Upper West Side,40.79764,-73.96177,Entire home/apt,140.0,3.0,198.0,2019.0,179682.0
"Prime location, close to everything. Females only",10737943.0,Manhattan,Upper West Side,40.78528,-73.97623,Private room,50.0,30.0,365.0,2019.0,179682.0
Entire Studio Steps from Central Park,105341430.0,Manhattan,Upper West Side,40.78608,-73.97251999999999,Entire home/apt,100.0,1.0,65.0,2019.0,179682.0
Modern Bedroom in the Upper West Side 107,238321374.0,Manhattan,Upper West Side,40.7988,-73.96096,Private room,60.0,30.0,342.0,2019.0,179682.0
26TH FLR VIEWS! LINCOLN SQR- MODERN 2BR 2 BATH,76104209.0,Manhattan,Upper West Side,40.77055,-73.98613,Entire home/apt,374.0,60.0,290.0,2019.0,179682.0
HUGE UWS bedroom w/ private bath and great light!,30101336.0,Manhattan,Upper West Side,40.798320000000004,-73.96291,Private room,145.0,2.0,180.0,2019.0,179682.0
Upper West Side Manhattan,161446165.0,Manhattan,Upper West Side,40.803090000000005,-73.96568,Private room,100.0,4.0,341.0,2019.0,179682.0
"Elegant 3 bed, 2 bath apt. on UWS",203039.0,Manhattan,Upper West Side,40.80077,-73.9681,Entire home/apt,350.0,6.0,92.0,2019.0,179682.0
BRAND NEW 1BD / STEPS CENTRAL PARK!,1475015.0,Manhattan,Upper West Side,40.76877,-73.9846,Entire home/apt,87.0,30.0,275.0,2019.0,179682.0
A Cozy Creative Room for Nomads,2777672.0,Manhattan,Upper West Side,40.80168,-73.96253,Private room,87.0,2.0,133.0,2019.0,179682.0
1BR near Columbia / Central Park,1521508.0,Manhattan,Upper West Side,40.798590000000004,-73.96078,Private room,80.0,3.0,344.0,2019.0,179682.0
"2 bed, 2 bath near parks, subway",35079352.0,Manhattan,Upper West Side,40.7992,-73.97158,Entire home/apt,500.0,5.0,44.0,2019.0,179682.0
1/2 block to Central Park - W 84th Street,23870466.0,Manhattan,Upper West Side,40.78475,-73.9717,Entire home/apt,650.0,30.0,137.0,2019.0,179682.0
"The GEORGE at Lincoln Center: Duplex, UWS/Times Sq",200829464.0,Manhattan,Upper West Side,40.77425,-73.98122,Entire home/apt,299.0,3.0,96.0,2019.0,179682.0
Stunning Central Park West Location,36306552.0,Manhattan,Upper West Side,40.77713,-73.97758,Entire home/apt,325.0,1.0,223.0,2019.0,179682.0
Two floor apartment near Central Park,82746113.0,Manhattan,Upper West Side,40.786840000000005,-73.96911999999999,Entire home/apt,250.0,1.0,88.0,2019.0,179682.0
Great UWS Apt Along Central Park,11630571.0,Manhattan,Upper West Side,40.78498,-73.97284,Entire home/apt,350.0,1.0,365.0,2019.0,179682.0
Spacious Studio Apartment,5749328.0,Manhattan,Upper West Side,40.7771,-73.97729,Entire home/apt,160.0,3.0,318.0,2019.0,179682.0
1 bdrm brownstone-west 70's-1 block Central Park,2237267.0,Manhattan,Upper West Side,40.77555,-73.9767,Entire home/apt,250.0,3.0,284.0,2019.0,179682.0
Upper West Side Split Layout 1 BR,61391963.0,Manhattan,Upper West Side,40.78342,-73.97312,Entire home/apt,125.0,30.0,127.0,2019.0,179682.0
HIGH END 2 bed 2ba W&D in Unit!5113,16098958.0,Manhattan,Upper West Side,40.79565,-73.96584,Entire home/apt,400.0,30.0,311.0,2019.0,179682.0
Nice apartment near Lincoln Center,71360671.0,Manhattan,Upper West Side,40.77317,-73.98729,Entire home/apt,90.0,30.0,117.0,2019.0,179682.0
Cozy Room in the heart of UWS,11297009.0,Manhattan,Upper West Side,40.78409,-73.97886,Private room,67.0,1.0,331.0,2019.0,179682.0
"basic room, prime location, 30 day minimum",10737943.0,Manhattan,Upper West Side,40.78068,-73.9767,Private room,48.0,30.0,341.0,2019.0,179682.0
Cozy 2 Bd Apartment in Near Central Park New York,269372955.0,Manhattan,Upper West Side,40.7875,-73.97511,Entire home/apt,350.0,4.0,324.0,2019.0,179682.0
Modern 2BR in the UES (94th and 2nd) 30 DAYS  MIN,23772724.0,Manhattan,Upper West Side,40.79226,-73.97299,Entire home/apt,136.0,30.0,317.0,2019.0,179682.0
Lincoln Center Studio,7724142.0,Manhattan,Upper West Side,40.77562,-73.98756,Entire home/apt,1066.0,1.0,365.0,2019.0,179682.0
Sun-bathed spacious Luxury 2 BR near CENTRALPARK!,11457317.0,Manhattan,Upper West Side,40.77775,-73.98485,Entire home/apt,380.0,3.0,43.0,2019.0,179682.0
1 bedroom apt. in the heart of Upper West Side,111587063.0,Manhattan,Upper West Side,40.79291,-73.97599,Entire home/apt,295.0,2.0,70.0,2019.0,179682.0
*NYC Central Park* Entire Floor with Great Privacy,205390315.0,Manhattan,Upper West Side,40.796890000000005,-73.96289,Entire home/apt,149.0,3.0,96.0,2019.0,179682.0
Beautiful Apartment @ Heart of the Upper West Side,6897051.0,Manhattan,Upper West Side,40.785579999999996,-73.97703,Private room,340.0,2.0,362.0,2019.0,179682.0
1BD Park views UWS,6255163.0,Manhattan,Upper West Side,40.799820000000004,-73.96191999999999,Entire home/apt,150.0,2.0,220.0,2019.0,179682.0
Upper West Side One Bedroom on Central Park,65527002.0,Manhattan,Upper West Side,40.7961,-73.96300000000001,Private room,90.0,1.0,188.0,2019.0,179682.0
"Best Block, NYC!  July 25-Aug 18",2216673.0,Manhattan,Upper West Side,40.775929999999995,-73.97699,Entire home/apt,90.0,4.0,239.0,2019.0,179682.0
Middle of center of New York City!,15625009.0,Manhattan,Upper West Side,40.78461,-73.97627,Entire home/apt,165.0,1.0,228.0,2019.0,179682.0
Cozy Bedroom on UWS steps to CPW !!,50032395.0,Manhattan,Upper West Side,40.800290000000004,-73.96625999999999,Private room,75.0,1.0,188.0,2019.0,179682.0
"Apartment New York 
Hellâs Kitchens",35303743.0,Manhattan,Upper West Side,40.76835,-73.98366999999999,Private room,6500.0,30.0,97.0,2019.0,179682.0
UWS gorgeous one bedroom,8286555.0,Manhattan,Upper West Side,40.78116,-73.98671999999999,Entire home/apt,300.0,5.0,83.0,2019.0,179682.0
Double room in UPW minutes from Central Park,77220567.0,Manhattan,Upper West Side,40.797270000000005,-73.96865,Private room,85.0,3.0,67.0,2019.0,179682.0
Cozy UWS Studio Near Riverside Park,260046126.0,Manhattan,Upper West Side,40.78958,-73.9794,Entire home/apt,165.0,1.0,346.0,2019.0,179682.0
UWS Sunny Cozy room by C park & Columbia UNI**,200261161.0,Manhattan,Upper West Side,40.79872,-73.96069,Private room,67.0,1.0,38.0,2019.0,179682.0
Modern Clean Studio 2 blocks from Central Park,1410306.0,Manhattan,Upper West Side,40.785920000000004,-73.97447,Entire home/apt,105.0,1.0,175.0,2019.0,179682.0
New york Multi-unit building,27071572.0,Manhattan,Upper West Side,40.79372,-73.97431,Entire home/apt,140.0,5.0,89.0,2019.0,179682.0
One bed suite with private garden,1385157.0,Manhattan,Upper West Side,40.78304,-73.97447,Entire home/apt,167.0,30.0,252.0,2019.0,179682.0
Classy 2.5 BR Brownstone w/ Garden,2204078.0,Manhattan,Upper West Side,40.78911,-73.97395999999999,Entire home/apt,395.0,14.0,50.0,2019.0,179682.0
Spacious Studio on West 72nd,11774035.0,Manhattan,Upper West Side,40.7803,-73.98347,Entire home/apt,200.0,3.0,346.0,2019.0,179682.0
2 bedroom family luxury modern,170553.0,Manhattan,Upper West Side,40.77565,-73.98684,Entire home/apt,389.0,6.0,105.0,2019.0,179682.0
Prime Central Park West Pied Ã  Terre,44596503.0,Manhattan,Upper West Side,40.784659999999995,-73.97276,Entire home/apt,200.0,2.0,231.0,2019.0,179682.0
Penthouse with PRIVATE ROOFTOP on Upper West Side,36076005.0,Manhattan,Upper West Side,40.77961,-73.98441,Private room,120.0,3.0,365.0,2019.0,179682.0
Work In Progress,12446229.0,Manhattan,Upper West Side,40.78864,-73.97452,Shared room,85.0,2.0,76.0,2019.0,179682.0
BEAUTIFUL UPPER WEST SIDE-WEST 83RD STREET,200380610.0,Manhattan,Upper West Side,40.7854,-73.97532,Entire home/apt,215.0,30.0,365.0,2019.0,179682.0
Upper Westside Charmer,10856865.0,Manhattan,Upper West Side,40.77727,-73.98127,Entire home/apt,250.0,3.0,237.0,2019.0,179682.0
5* Brand New Luxury Apartment with Backyard Oasis,436642.0,Manhattan,Upper West Side,40.7843,-73.98262,Entire home/apt,995.0,4.0,290.0,2019.0,179682.0
Pure luxury one bdrm + sofa bed on Central Park,5790236.0,Manhattan,Upper West Side,40.78837,-73.96821,Entire home/apt,245.0,2.0,262.0,2019.0,179682.0
Beautiful City Oasis 2BR/1.5 BATH ,11257635.0,Manhattan,Upper West Side,40.7834,-73.97904,Entire home/apt,395.0,3.0,340.0,2019.0,179682.0
Beautiful Large Bedroom on UWS !!,50032395.0,Manhattan,Upper West Side,40.80023,-73.96678,Private room,85.0,1.0,188.0,2019.0,179682.0
"Luxury Studio, one block from Central Park",16398038.0,Manhattan,Upper West Side,40.79306,-73.9676,Entire home/apt,260.0,5.0,145.0,2019.0,179682.0
Charming 1BR by Central Park,1304893.0,Manhattan,Upper West Side,40.78495,-73.9731,Entire home/apt,190.0,4.0,118.0,2019.0,179682.0
My cozy studio,5497326.0,Manhattan,Upper West Side,40.778729999999996,-73.97845,Entire home/apt,285.0,7.0,79.0,2019.0,179682.0
Walk to Columbia University,67651553.0,Manhattan,Upper West Side,40.80237,-73.96695,Entire home/apt,120.0,20.0,95.0,2019.0,179682.0
Cozy Doorman! On Broadway!Gym 5111,16098958.0,Manhattan,Upper West Side,40.7918,-73.97413,Entire home/apt,135.0,30.0,311.0,2019.0,179682.0
27 FLR VIEWS!LINCOLN SQR-LUXURY 2BR MIDTOWN W 60TH,76104209.0,Manhattan,Upper West Side,40.77055,-73.98615,Entire home/apt,333.0,30.0,330.0,2019.0,179682.0
Bright and Beautiful UWS Treasure!!,6089159.0,Manhattan,Upper West Side,40.78302,-73.98057,Entire home/apt,100.0,14.0,205.0,2019.0,179682.0
4 Bedroom Apartment on the UWS (1A),65364483.0,Manhattan,Upper West Side,40.798390000000005,-73.96804,Entire home/apt,250.0,90.0,90.0,2019.0,179682.0
32 FLR VIEWS!LINCOLN SQR-LUXURY 2BR MIDTOWN W 60TH,76104209.0,Manhattan,Upper West Side,40.76996,-73.98550999999999,Entire home/apt,375.0,30.0,300.0,2019.0,179682.0
Cozy UWS room with amazing Hudson view,12220.0,Manhattan,Upper West Side,40.77904,-73.98899,Private room,90.0,1.0,341.0,2019.0,179682.0
1 Bedroom off Columbus fit for a King,61391963.0,Manhattan,Upper West Side,40.78488,-73.97325,Entire home/apt,142.0,30.0,213.0,2019.0,179682.0
Executive Museum 1 BR Elevator Best Location,61391963.0,Manhattan,Upper West Side,40.78383,-73.97529,Entire home/apt,133.0,30.0,301.0,2019.0,179682.0
Upper West Side Studio,44034761.0,Manhattan,Upper West Side,40.779790000000006,-73.98513,Entire home/apt,135.0,1.0,93.0,2019.0,179682.0
Beautiful studio by Central Park,1385157.0,Manhattan,Upper West Side,40.78448,-73.97289,Entire home/apt,109.0,30.0,286.0,2019.0,179682.0
Chic and cozy,26317294.0,Manhattan,Upper West Side,40.77796,-73.98213,Private room,95.0,275.0,365.0,2019.0,179682.0
Beautiful room in a newly renovated apartment!,47023469.0,Manhattan,Upper West Side,40.7956,-73.97219,Private room,90.0,1.0,112.0,2019.0,179682.0
"CENTRAL PARK, NYC APT",8112314.0,Manhattan,Upper West Side,40.786159999999995,-73.97348000000001,Private room,149.0,2.0,270.0,2019.0,179682.0
Modern Apt Steps from Central Park,10096792.0,Manhattan,Upper West Side,40.77608,-73.97614,Entire home/apt,340.0,6.0,365.0,2019.0,179682.0
LAVISH 2 BR APT by Central Park!!!,11297009.0,Manhattan,Upper West Side,40.78605,-73.97354,Entire home/apt,99.0,1.0,327.0,2019.0,179682.0
One Bedroom On Upper West Side,65364483.0,Manhattan,Upper West Side,40.7992,-73.96791999999999,Entire home/apt,110.0,120.0,34.0,2019.0,179682.0
Entire 1 Bedroom 1 Bath Central Park APT,15398647.0,Manhattan,Upper West Side,40.7838,-73.97266,Entire home/apt,255.0,2.0,352.0,2019.0,179682.0
Beautiful Room â¡ of the Upper West Side,153650351.0,Manhattan,Upper West Side,40.78138,-73.98139,Private room,150.0,1.0,197.0,2019.0,179682.0
Your 1 bedroom home away from home!,43907907.0,Manhattan,Upper West Side,40.795629999999996,-73.97634000000001,Entire home/apt,215.0,3.0,31.0,2019.0,179682.0
Contemporary & Classic Sanctuary on the Hudson,1384559.0,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,225.0,2.0,107.0,2019.0,179682.0
Close to East Side Hospitals- Modern 2 Bedroom Apt,25237492.0,Manhattan,Upper East Side,40.76249,-73.96217,Entire home/apt,155.0,30.0,295.0,2019.0,216874.0
Smart Manhattan Flat (upper east side),5353151.0,Manhattan,Upper East Side,40.782070000000004,-73.94717,Private room,72.0,3.0,61.0,2019.0,216874.0
Best Nest.,237118012.0,Manhattan,Upper East Side,40.76335,-73.96831,Private room,200.0,1.0,179.0,2019.0,216874.0
Spectacular pool 2 Bed 1 Bath Huge terrace,113805886.0,Manhattan,Upper East Side,40.77895,-73.94974,Entire home/apt,200.0,31.0,281.0,2019.0,216874.0
Private bedroom - Next to Subway & Central Park,92650708.0,Manhattan,Upper East Side,40.76422,-73.96611999999999,Private room,88.0,1.0,34.0,2019.0,216874.0
ACADIA Spacious 2 Bedroom Apt - Close to Hospitals,25237492.0,Manhattan,Upper East Side,40.76021,-73.96157,Entire home/apt,165.0,30.0,346.0,2019.0,216874.0
"Sunny & Tall 1 BR, Central Pk,Train",26270573.0,Manhattan,Upper East Side,40.77025,-73.95491,Entire home/apt,200.0,5.0,182.0,2019.0,216874.0
*ENCHANTMENT* Upper East Side 2 bedroom- Sunny!,25237492.0,Manhattan,Upper East Side,40.762440000000005,-73.96030999999999,Entire home/apt,165.0,30.0,280.0,2019.0,216874.0
Great room in Upper East Side 85th/3av,99349134.0,Manhattan,Upper East Side,40.77713,-73.95277,Private room,75.0,1.0,119.0,2019.0,216874.0
Cozy room in the best area! Affordable stay in NY!,20761853.0,Manhattan,Upper East Side,40.76812,-73.95403,Private room,79.0,1.0,258.0,2019.0,216874.0
Beautiful MASTER BEDROOM East side C7,20559017.0,Manhattan,Upper East Side,40.76324,-73.96251,Private room,75.0,30.0,303.0,2019.0,216874.0
Modern renovated 1 BR in the heart of Manhattan,48339350.0,Manhattan,Upper East Side,40.76218,-73.96633,Entire home/apt,136.0,1.0,47.0,2019.0,216874.0
MIDTOWN East LARGE STUDIO-7 mins to TIMES SQUARE!,16480700.0,Manhattan,Upper East Side,40.76495,-73.96679,Entire home/apt,299.0,1.0,342.0,2019.0,216874.0
Private room,3312204.0,Manhattan,Upper East Side,40.772240000000004,-73.94844,Private room,49.0,2.0,182.0,2019.0,216874.0
Cozy UES Studio w/ Gym + Doorman near subway by Blueground,107434423.0,Manhattan,Upper East Side,40.77478,-73.95486,Entire home/apt,236.0,30.0,127.0,2019.0,216874.0
*JAMES* Amazing Spacious 2 Bedroom- Bright!,25237492.0,Manhattan,Upper East Side,40.76035,-73.96133,Entire home/apt,155.0,30.0,339.0,2019.0,216874.0
Manhattan artist home - Gorgeous private room,34915339.0,Manhattan,Upper East Side,40.779509999999995,-73.95075,Private room,100.0,1.0,184.0,2019.0,216874.0
Comfortable sofa bed in chic apt,34915339.0,Manhattan,Upper East Side,40.7814,-73.95206,Shared room,50.0,1.0,238.0,2019.0,216874.0
Upper East Side 2 bedroom- close to Hospitals-,25237492.0,Manhattan,Upper East Side,40.76222,-73.9603,Entire home/apt,325.0,30.0,191.0,2019.0,216874.0
Magnificent Townhouse - Upper East Side - NYC,23708009.0,Manhattan,Upper East Side,40.78155,-73.95175,Entire home/apt,1200.0,5.0,309.0,2019.0,216874.0
Simple Reliable & Convenient 1Bdrm Upper East Side,68717996.0,Manhattan,Upper East Side,40.78136,-73.94709,Private room,87.0,4.0,46.0,2019.0,216874.0
Two Bedroom Apt in Midtown East,24559181.0,Manhattan,Upper East Side,40.763020000000004,-73.96725,Entire home/apt,200.0,1.0,351.0,2019.0,216874.0
Perfect ap in Manhattan! Walking to Central Park!,11670284.0,Manhattan,Upper East Side,40.76811,-73.95194000000001,Entire home/apt,150.0,3.0,89.0,2019.0,216874.0
Shared Room in Luxurious 2BD,4422415.0,Manhattan,Upper East Side,40.7755,-73.9475,Private room,130.0,1.0,364.0,2019.0,216874.0
2 Bedroom Appartment with Rooftop-Central Park,29278028.0,Manhattan,Upper East Side,40.77635,-73.95616,Entire home/apt,450.0,5.0,108.0,2019.0,216874.0
Modern Upper East Side Apartment near Central Park,135522817.0,Manhattan,Upper East Side,40.77412,-73.95695,Entire home/apt,198.0,1.0,300.0,2019.0,216874.0
BRIGHT CHARMING STUDIO ON UPPER EAST SIDE,9293730.0,Manhattan,Upper East Side,40.76956,-73.95835,Entire home/apt,125.0,30.0,332.0,2019.0,216874.0
Amazing Townhouse Prewar Duplex @ Lex Ave&79th St!,235559424.0,Manhattan,Upper East Side,40.77567,-73.95961,Entire home/apt,495.0,2.0,156.0,2019.0,216874.0
Charming 2 bed 2 bath with washing dryer,113805886.0,Manhattan,Upper East Side,40.77854,-73.94984000000001,Entire home/apt,265.0,31.0,345.0,2019.0,216874.0
Gorgeous 1 Bedroom Apartment,13347167.0,Manhattan,Upper East Side,40.77299,-73.95745,Entire home/apt,119.0,30.0,327.0,2019.0,216874.0
One bed Doorman Building Close to Park,113805886.0,Manhattan,Upper East Side,40.77896,-73.95146,Entire home/apt,160.0,31.0,338.0,2019.0,216874.0
Perfect Home Away from Home in NYC!,13347167.0,Manhattan,Upper East Side,40.7717,-73.95572,Entire home/apt,116.0,30.0,333.0,2019.0,216874.0
Manhattan Apartment (Female Guests),32583105.0,Manhattan,Upper East Side,40.77867,-73.95121,Private room,90.0,1.0,359.0,2019.0,216874.0
Central Park & Rooftop with 4 large luxury rooms,29278028.0,Manhattan,Upper East Side,40.77698,-73.95711999999999,Entire home/apt,800.0,5.0,280.0,2019.0,216874.0
LUXURY STUDIO ON UPPER EAST SIDE BY CENTRAL PARK,9293730.0,Manhattan,Upper East Side,40.76833,-73.95581,Entire home/apt,135.0,30.0,340.0,2019.0,216874.0
One bedroom right next to Central Park on UES!,95635119.0,Manhattan,Upper East Side,40.7848,-73.95687,Private room,42.0,3.0,131.0,2019.0,216874.0
Private Bedroom on  Upper East Side,4830234.0,Manhattan,Upper East Side,40.775940000000006,-73.94461,Private room,100.0,1.0,172.0,2019.0,216874.0
NEW YORK CITY!!! MANHATTAN!!!,151300770.0,Manhattan,Upper East Side,40.77811,-73.95186,Private room,150.0,5.0,280.0,2019.0,216874.0
UPPER EAST SIDE 5BR/4BA GARDEN APT,35384978.0,Manhattan,Upper East Side,40.77635,-73.94813,Entire home/apt,888.0,2.0,35.0,2019.0,216874.0
NYC 1-bedroom apartment on the UES,2262180.0,Manhattan,Upper East Side,40.76651,-73.95155,Entire home/apt,145.0,2.0,267.0,2019.0,216874.0
Beautiful One Bedroom on the Upper East Side,16685637.0,Manhattan,Upper East Side,40.76692,-73.964,Entire home/apt,400.0,15.0,87.0,2019.0,216874.0
Studio apartment close to Central Park,128579948.0,Manhattan,Upper East Side,40.76439,-73.96569000000001,Entire home/apt,250.0,2.0,306.0,2019.0,216874.0
Private Room with Private Bath Upper East Side,19424541.0,Manhattan,Upper East Side,40.76749,-73.96246,Private room,190.0,1.0,63.0,2019.0,216874.0
1 BR UPPER EAST SIDE,9107715.0,Manhattan,Upper East Side,40.775259999999996,-73.95075,Entire home/apt,170.0,5.0,115.0,2019.0,216874.0
Exquisite Single Bedroom in Shared Apartment C9,20559017.0,Manhattan,Upper East Side,40.76312,-73.96045,Private room,55.0,30.0,321.0,2019.0,216874.0
